,4dwm,acroread,awk,basename,bc,cal,calendar,cat,col,compress,cpp,csh,date,deroff,download,dvipost,dvips,dviselec,echo,egrep,endsessi,env,ex,expr,f2ps,fifo,fig2dev,file,find,finger,frm,ftp,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,gzip,helpfin,helpsor,helptop,hostname,hpost,id,ispell,join,kill,launchef,lc,less,ln,lock,lp,ls,mail,mailx,maketexp,man,mc,mediamai,mimencod,mkdir,mkpts,more,nawk,netscape,netstat,ping,post,postprin,ppost,pq,ps,ptelnet,reaper,rlogin,rm,rmdir,sed,sendmail,sgihelp,sh,showps,sleep,sort,spell,ssh,stty,tail,tcpostio,tcppost,tcsh,tellwm,telnet,toolches,touch,tput,true,tset,twm,ul,uname,unlock,unpack,userenv,virtex,wait4wm,xauth,xconfirm,xdm,xdvi,xdvirea,xemacs1,xfig,xhost,xinitrem,xprop,xrdb,xremote,xset,xsetroot,xterm,xwsh,User,Segment,Label
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0
11,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,2,1,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,3,2,2,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0
12,0,0,1,0,0,0,0,4,0,0,0,0,3,0,1,2,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0
13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0
14,0,0,2,0,0,0,0,6,0,0,0,0,4,0,1,5,2,2,0,0,0,0,0,1,0,3,0,1,1,0,0,0,12,1,1,2,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,5,3,3,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0
15,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,43,0,2,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0
16,0,0,1,0,0,0,0,5,0,0,0,2,5,0,1,2,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,10,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,2,15,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,14,16,0
17,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,17,0
18,0,0,1,0,0,0,0,3,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,2,43,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0
19,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,6,0,2,0,0,2,1,1,6,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0
20,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,0
21,0,0,1,0,0,0,0,4,0,0,0,0,6,0,1,2,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,10,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,2,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,0
22,1,0,0,0,0,0,0,2,0,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,25,2,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,6,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,1,13,1,0,0,1,2,2,0,0,1,0,0,2,0,0,1,1,0,14,22,0
23,1,0,1,0,0,0,0,7,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,10,1,1,1,0,0,3,0,0,0,0,0,4,0,1,1,0,0,6,0,0,2,2,2,3,3,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,3,1,2,0,0,5,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,14,23,0
24,0,0,1,0,0,0,0,8,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,2,0,3,2,2,1,0,0,0,15,1,1,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,2,0,0,5,1,2,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,24,0
25,0,0,1,0,0,0,0,5,0,0,0,0,5,0,1,3,1,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,12,1,2,1,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,0
26,0,0,2,0,0,0,0,6,0,0,0,1,6,0,1,3,3,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,11,1,1,1,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2,2,0,5,2,2,5,1,1,0,0,2,0,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,4,1,2,3,0,3,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0
27,0,0,1,0,0,0,0,5,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,14,2,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,3,4,0,0,0,0,0,0,0,1,0,0,1,19,0,0,2,0,0,0,0,0,0,0,3,1,3,0,0,3,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0
28,0,0,1,0,0,0,0,8,0,0,0,0,7,0,2,0,0,0,0,0,0,0,2,3,0,3,0,1,1,0,0,0,17,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,2,2,7,0,0,0,0,2,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,3,1,3,3,0,1,0,1,0,0,0,0,0,8,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0
29,0,0,1,0,0,0,0,7,0,0,0,0,7,0,2,2,1,0,0,0,0,0,2,3,0,3,0,1,1,0,0,0,17,2,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3,2,2,6,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1,0,1,0,0,0,0,0,8,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,0
30,0,0,2,0,0,0,0,6,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,2,0,3,0,2,2,0,0,0,16,1,2,1,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,3,3,5,0,0,0,0,0,0,0,2,0,0,2,1,0,0,4,0,0,0,0,0,0,0,6,2,3,0,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,0
31,0,0,0,0,0,0,0,3,0,0,0,2,3,0,1,0,2,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,8,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,1,13,1,1,0,0,10,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0
32,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,1,6,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,7,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,3,0,14,32,0
33,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,0
34,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,0
35,1,0,0,0,0,0,0,4,0,0,2,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3,0,0,0,0,1,6,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,12,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,2,1,0,1,8,0,14,35,0
36,0,0,1,0,0,0,0,4,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,4,1,0,0,0,1,1,2,0,0,0,1,4,0,0,0,2,1,18,0,0,2,0,0,0,0,0,0,0,3,0,0,12,0,10,0,0,4,6,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,0
37,0,0,0,0,0,0,0,6,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,3,0,3,0,1,1,0,0,0,17,2,1,1,0,1,1,13,0,0,0,0,1,0,1,0,0,0,0,0,1,2,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,1,0,1,0,0,0,0,0,8,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,0
38,0,0,2,0,0,0,0,5,0,0,0,0,5,0,1,2,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,11,1,1,1,0,2,1,2,0,0,0,0,1,1,1,0,0,0,0,1,0,3,2,2,4,0,0,0,0,1,3,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,6,1,2,12,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,0
39,0,0,1,0,1,0,0,5,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,11,1,1,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,4,3,3,6,0,0,0,0,2,2,0,0,0,3,1,3,0,0,0,1,3,0,0,0,0,0,3,1,3,6,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,0
40,0,0,0,0,0,0,0,2,0,0,0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,42,1,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,9,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,0
42,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,1,4,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,14,42,0
43,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,0
44,0,0,1,0,0,0,0,5,0,0,0,13,6,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,12,2,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,3,0,2,1,2,6,0,1,0,0,3,0,0,0,0,11,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,14,44,0
45,0,0,1,0,0,0,0,6,0,0,0,0,4,0,2,2,1,0,0,1,0,0,0,2,0,2,0,1,1,0,0,0,12,5,1,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3,2,2,5,0,0,8,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,14,45,0
46,0,0,0,0,0,0,0,3,0,0,0,0,7,4,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,12,0,8,0,1,8,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,46,0
47,0,0,1,0,0,0,0,4,0,0,0,1,6,0,1,3,1,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,10,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,2,26,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,3,3,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,47,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,53,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,48,0
49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,49,0
