,4dwm,acroread,awk,basename,bc,cancel,cat,chkconfi,chmod,col,compress,convert,cpp,date,dirname,dopriso,download,drf,du,dvips,echo,egrep,emacs20,endsessi,env,ex,expr,fgrep,fifo,file,find,finger,ftp,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,gzip,help2,hostname,hpost,id,launchef,lc,ln,lock,lp,lpq,ls,mailp,mailx,man,mc,mediamai,metamail,mimencod,mkdir,mkpts,more,mp,nawk,neqn,netscape,netstat,news,nroff,nslookup,opnet,perl,popper,post,postprin,ppost,pq,pr,ps,reaper,richtext,rlogin,rm,rmdir,rshd,run_swin,sed,sendmail,sgihelp,sh,shownona,showps,sleep,sort,spell,splitmai,sprog,stty,su,tail,tar,tbl,tcpostio,tcppost,tellwm,telnet,test,toolches,top,touch,tr,true,tset,ul,uname,unlock,unpack,userenv,vim,virtex,wait4wm,wc,webify,webmagic,who,whoami,xcalenda,xconfirm,xdm,xhost,xprop,xrdb,xsetroot,xterm,zip,User,Segment,Label
10,0,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,9,0,6,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,0
11,0,16,1,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,2,0,0,4,0,2,1,0,0,2,0,0,0,2,0,2,0,0,0,2,3,0,8,0,0,0,0,1,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,6,3,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,11,0
12,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,0
13,0,0,1,0,0,0,5,0,1,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,5,0,0,10,5,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,7,0,1,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,0
14,0,0,2,0,0,0,5,0,1,1,0,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,6,1,1,1,0,0,1,4,0,0,2,0,1,0,0,2,1,2,0,5,0,0,2,0,3,0,0,1,0,2,0,1,2,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,11,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,0
15,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,6,0,1,1,0,2,1,1,0,0,2,0,1,0,0,0,2,2,0,3,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,6,0,25,0,2,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,2,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,36,15,0
16,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,11,1,1,1,0,0,1,0,0,0,1,0,1,0,0,2,3,2,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,22,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,2,0,0,2,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,16,0
17,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,6,0,1,0,0,2,0,1,0,6,1,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,23,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,36,17,0
18,0,0,1,0,0,0,6,0,0,0,0,0,0,7,0,0,2,0,0,1,0,0,1,0,0,0,1,0,4,1,1,0,0,18,2,1,2,0,0,1,0,0,0,1,0,1,0,0,4,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,18,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,6,0,13,0,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,6,0,2,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,0
21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,4,2,0,0,2,0,0,0,9,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,24,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,21,0
22,0,40,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,22,0
23,0,16,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,1,0,0,2,0,1,0,0,0,1,0,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,19,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,0
24,0,0,1,0,0,0,6,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,18,2,1,2,0,0,1,0,0,0,1,0,1,0,0,4,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,0
25,0,11,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,3,3,0,11,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,0
26,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,4,0,2,1,0,2,2,2,0,0,2,0,2,0,0,0,2,3,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,6,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,26,0
27,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,3,1,0,0,2,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,0
28,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,12,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,25,0,25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,28,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,4,2,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,29,0
30,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,2,10,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,0
31,0,38,1,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,0
32,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,34,2,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,24,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,2,2,0,0,0,0,0,21,2,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,28,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,33,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,1,0,0,1,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,34,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,0
36,0,27,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,6,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0
37,0,6,1,0,0,0,1,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,15,0,16,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,0
38,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,7,0,0,0,0,3,0,2,1,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,31,0,16,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,0
39,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,10,1,1,1,0,0,1,0,0,0,1,0,1,0,0,2,2,2,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,4,1,0,0,2,18,0,7,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,25,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,40,0
41,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,23,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,10,0,24,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,41,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,42,0
43,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,22,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,43,0
44,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,10,1,1,1,0,0,1,0,0,0,1,0,1,0,0,2,2,2,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,20,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,2,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,44,0
45,0,0,1,0,0,0,4,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,10,1,1,1,0,0,1,0,0,0,1,0,1,0,0,2,2,2,0,5,0,0,0,0,1,0,4,0,0,0,0,1,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,45,0
