,4dwm,aout,awk,bc,cat,col,compress,cpp,date,download,echo,ed,emacs20,endsessi,env,ex,expr,faces,fgrep,fifo,file,find,finger,fish2,fish4,frm,generic,gethost,getopt,getpgrp,gettxt,grep,hostname,hpost,id,kill,launchef,lc,less,ln,lock,lp,ls,mail,mailp,mailx,man,mc,mediamai,mkdir,mkpts,more,mp,nawk,netscape,netstat,post,postprin,ppost,pr,printf,ps,pwd,rcp,reaper,rm,rmail,rmdir,rshd,sed,sendmail,sh,sleep,ssh,stty,su,suepope4,tail,tcpostio,tcppost,tcsh,tellwm,telnet,test,toolches,touch,tput,true,tset,ul,uname,unlock,unpack,userenv,wait4wm,xauth,xclock,xconfirm,xdm,xhost,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
16,0,0,1,1,9,0,0,0,5,1,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,10,1,1,1,0,1,4,1,1,0,6,0,0,2,2,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0,1,0,2,0,7,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,16,0
17,0,0,1,1,8,0,0,0,5,1,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,10,1,1,1,0,1,3,1,1,0,4,0,0,2,2,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0,1,0,2,0,9,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,17,0
18,1,1,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,1,1,0,1,0,0,1,9,12,18,0
19,1,1,0,0,4,0,0,2,0,0,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,2,0,2,1,0,0,0,6,0,6,0,0,2,2,0,0,1,1,2,1,2,2,2,1,12,19,0
20,2,1,0,0,4,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,2,0,2,2,0,0,0,6,0,6,0,0,1,1,0,0,1,2,1,1,2,1,1,4,12,20,0
21,1,4,0,0,5,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,2,0,1,1,0,0,0,6,0,6,0,0,2,2,0,0,1,1,2,1,1,2,1,2,12,21,0
22,0,0,2,2,10,0,0,0,6,1,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,9,1,2,1,0,2,3,2,2,0,0,0,0,4,1,3,1,2,0,1,0,0,0,1,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,2,0,0,0,1,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0
23,0,0,2,2,10,0,0,0,7,0,0,0,0,0,0,0,3,0,0,1,2,2,0,0,0,0,15,2,2,3,0,2,2,2,2,0,0,0,0,4,6,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,2,0,0,0,1,0,3,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0
24,0,0,1,1,10,0,0,0,9,3,0,0,0,0,0,0,4,0,0,3,1,1,0,0,0,0,19,3,1,1,0,1,1,1,1,0,0,0,0,2,2,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,3,0,1,3,0,0,0,0,0,9,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,0
25,0,0,0,0,10,0,0,0,13,4,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0
26,0,0,0,0,5,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,18,3,1,0,0,1,1,0,1,0,0,1,0,2,1,1,9,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,3,6,2,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0
27,0,0,1,1,9,0,0,0,5,1,0,0,0,0,0,3,1,0,0,3,1,2,0,0,3,0,13,1,1,1,0,1,2,1,1,0,2,0,0,5,2,2,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,1,0,0,1,0,0,3,0,1,0,3,0,2,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,0
28,2,0,0,0,2,0,0,2,0,0,2,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,4,0,2,2,0,0,0,5,0,5,0,0,2,2,0,0,2,2,1,2,2,1,2,4,12,28,0
29,1,0,0,0,5,0,0,1,1,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,4,1,4,0,1,0,4,0,0,1,0,1,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,4,0,0,1,0,0,0,2,0,1,1,0,0,2,4,0,4,0,0,1,1,0,0,1,1,2,1,1,2,1,2,12,29,0
30,1,0,0,0,6,0,0,1,1,0,1,0,3,4,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,9,1,5,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,2,0,1,1,0,0,2,5,0,5,0,0,1,1,0,0,2,1,1,1,1,1,1,1,12,30,0
31,0,0,0,0,4,0,0,0,1,0,0,0,2,5,0,0,1,0,0,1,0,1,0,0,1,0,4,0,1,1,16,1,7,0,1,0,4,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,12,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,3,0,0,0,0,0,1,2,12,31,0
32,2,0,0,0,4,0,0,2,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,2,0,2,2,2,0,0,6,0,6,0,0,2,2,0,0,1,2,2,2,2,2,1,1,12,32,0
33,1,0,0,0,5,4,0,1,0,0,1,0,2,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,1,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,13,0,0,3,0,0,0,0,0,0,2,1,1,1,0,0,0,3,0,3,0,2,1,1,0,0,1,1,1,1,1,1,1,1,12,33,0
34,2,0,0,0,3,0,0,2,0,0,1,0,0,4,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,3,0,0,0,2,0,0,2,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,0,0,4,0,1,0,0,0,0,4,0,2,2,0,0,0,4,0,3,0,0,1,1,0,0,2,2,1,2,2,1,2,2,12,34,0
35,1,0,0,0,4,0,0,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,10,0,0,5,0,0,0,0,0,0,2,0,1,1,0,0,0,5,0,6,0,0,2,2,0,0,1,1,2,1,1,2,1,1,12,35,0
36,1,0,1,1,6,0,0,0,5,1,0,0,0,2,0,0,1,0,0,2,1,1,0,0,0,0,10,1,1,1,4,1,2,1,1,0,0,0,0,2,2,2,3,7,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0,1,0,2,7,5,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,12,36,0
37,1,0,0,0,4,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,11,0,0,6,0,0,0,0,0,0,2,0,2,1,0,0,0,6,0,6,0,0,2,2,0,0,1,1,2,1,2,2,2,1,12,37,0
38,0,0,2,1,9,0,0,0,8,1,0,0,1,0,0,0,3,0,0,2,2,2,0,0,0,0,15,3,2,2,0,2,2,1,2,0,0,0,0,4,3,4,3,2,0,0,0,0,0,1,0,0,0,2,0,0,2,1,3,0,0,0,0,0,0,2,0,0,0,2,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,0
39,0,0,1,1,9,0,0,0,9,3,0,0,0,0,0,0,4,0,0,3,1,1,0,0,0,0,20,9,1,0,0,1,1,0,1,0,0,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,3,0,1,0,3,6,1,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,0
40,0,0,1,0,8,0,0,0,7,2,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,18,2,1,2,0,1,1,1,1,0,0,0,0,4,3,3,6,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,6,0,1,0,4,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,0
41,1,0,0,0,2,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,3,0,0,0,2,0,0,0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,13,0,0,3,0,0,0,0,1,0,4,0,1,1,1,0,0,3,0,3,0,0,1,1,0,0,2,1,1,2,1,1,1,1,12,41,0
42,2,0,0,0,3,0,0,2,0,0,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,11,0,0,5,0,0,0,0,0,0,2,0,2,2,0,0,0,5,0,5,0,0,2,2,0,0,1,2,2,1,2,2,2,2,12,42,0
43,2,0,0,0,4,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,10,0,0,5,0,0,0,0,0,0,2,0,2,2,0,0,0,5,0,5,0,0,2,2,0,0,1,2,2,1,2,2,2,1,12,43,0
44,1,0,0,0,3,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,9,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,11,0,0,5,0,0,0,0,0,0,2,0,1,1,0,0,0,5,0,5,0,0,1,1,0,0,1,1,1,1,1,1,1,1,12,44,0
45,2,0,0,0,2,0,0,2,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,2,0,0,0,0,0,0,9,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,13,0,0,4,0,0,0,0,0,0,4,0,2,2,0,0,0,3,0,3,0,0,1,1,0,0,2,2,1,2,2,1,2,2,12,45,0
46,0,0,1,1,7,0,0,0,5,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,6,1,2,1,0,2,3,1,2,0,2,0,0,2,1,2,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,12,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,1,1,0,0,0,0,1,0,0,1,1,0,12,46,0
47,0,0,2,1,8,0,0,0,6,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,15,1,1,1,0,1,1,1,1,0,0,0,0,2,3,3,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,4,0,1,0,2,6,3,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,0
48,1,0,0,1,7,0,0,1,4,1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,9,1,0,1,4,0,2,1,0,0,2,0,0,2,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,1,0,2,0,6,0,0,3,0,0,0,4,1,0,2,0,1,1,0,0,1,2,0,2,1,0,1,1,0,0,1,1,1,1,1,1,0,1,12,48,0
49,0,0,2,2,9,0,0,0,6,1,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,8,1,2,1,0,2,2,2,2,0,0,0,0,3,1,3,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,2,0,0,0,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,49,0
50,0,0,2,2,10,0,0,0,7,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,15,0,2,3,0,2,2,2,2,0,0,0,0,5,6,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,2
51,0,0,1,1,10,0,0,0,10,3,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,21,3,1,1,0,1,1,1,1,0,0,0,0,2,2,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,51,2
52,0,0,1,1,7,0,0,0,7,2,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,15,2,1,1,0,1,1,1,1,0,0,0,0,2,2,2,4,3,0,2,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0,1,0,2,12,3,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,52,2
53,0,0,2,2,10,0,0,0,6,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,13,1,2,2,0,2,2,2,2,0,0,0,0,4,3,4,3,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,4,0,1,0,2,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,53,2
54,1,0,0,0,7,0,0,0,12,4,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,22,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,12,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,12,54,2
55,0,0,1,0,4,0,0,1,2,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,5,0,1,0,0,1,2,0,1,0,2,0,0,0,2,1,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,1,15,10,0,0,3,0,0,0,4,1,0,0,0,1,0,1,0,1,3,0,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,12,55,2
56,0,0,1,2,10,0,0,0,8,2,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,15,2,2,2,0,1,2,2,2,0,0,0,0,4,3,3,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,4,0,1,0,3,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,56,2
57,0,0,3,3,12,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,2,3,0,3,2,3,2,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,9,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,57,2
58,0,0,0,0,7,0,0,0,10,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,23,3,0,0,4,0,1,0,0,0,0,0,0,0,1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,3,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,58,2
59,1,0,1,1,3,0,0,1,2,0,1,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,2,0,1,0,2,0,0,0,0,1,0,8,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,16,12,0,0,3,0,0,0,0,0,0,2,0,1,1,0,0,1,3,0,3,0,0,1,1,0,0,0,1,1,1,1,1,1,1,12,59,2
