,4dwm,9term,acroread,awk,basename,bc,be,bibtex,cat,cdc,co,col,compress,cpp,cut,date,dc,diff,dirname,download,driver,dvipost,dvips,egrep,emacs20,endsessi,env,expr,faces,fec,fifo,file,find,finger,frm,ftp,generic,gethost,getopt,getpgrp,gettxt,ghostvie,gnuplot,gnuplot_,grep,gs,gzip,hinv,hostname,hpost,id,ispell,java,java_wr,javac,kill,launchef,ld_,less,ln,lock,lp,lpr,ls,mail,make,man,maplesy,mapletty,mediamai,metamail,mimencod,mkdir,mkpts,more,nawk,neqn,netscape,netstat,nroff,pine,post,postprin,ppost,ps,pwd,rbnull,reaper,rlogin,rm,rmdir,rsh,sed,sendmail,sh,sleep,sqpe,ssh,stty,su,tail,tar,tbl,tcpostio,tcppost,tcsh,tellwm,telnet,toolches,touch,tput,tr,true,tset,ul,uname,unlock,unpack,userenv,virtex,wait4wm,whois,xauth,xclock,xconfirm,xdm,xdvi,xdvirea,xhost,xinitrem,xprop,xrdb,xremote,xsetroot,xterm,xwsh,User,Segment,Label
11,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,4,0,0,4,1,0,0,0,8,0,0,0,9,0,0,3,0,1,0,0,0,12,1,1,1,0,0,0,0,1,0,0,0,2,1,1,0,4,3,1,0,0,0,0,2,2,2,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,3,0,1,0,0,0,1,0,1,0,0,4,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
12,0,0,0,1,3,1,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,12,0,0,0,8,0,0,1,1,2,0,0,0,9,0,2,1,0,0,0,0,2,0,0,0,4,1,2,0,6,2,1,0,0,0,0,2,2,3,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,24,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,20,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,24,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
16,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,24,0,0,0,20,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,12,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
17,0,0,0,2,1,2,0,0,10,0,0,0,0,0,0,6,0,0,1,1,0,0,0,4,0,0,0,3,0,0,3,1,1,0,0,0,12,1,1,2,0,0,0,0,1,0,0,0,1,2,1,0,2,1,0,0,0,0,0,4,3,3,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,4,1,0,3,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
18,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,3,0,0,0,20,1,3,1,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,2,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,2,0,0,4,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
19,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,15,2,2,1,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,7,1,0,2,0,9,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19,0
20,0,0,0,1,2,0,0,0,7,0,0,1,0,0,0,4,0,0,3,1,0,2,1,8,0,0,0,8,0,0,2,1,1,0,0,0,10,1,0,1,0,0,1,0,0,0,0,0,3,1,0,0,4,2,1,0,2,0,0,4,2,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,2,0,0,0,2,0,0,0,0,4,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
21,0,0,0,2,0,0,0,0,21,1,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,0,4,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
22,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,5,0,2,0,1,0,2,1,0,0,0,0,1,0,0,1,1,2,0,0,0,9,1,1,1,0,0,1,1,2,0,0,0,2,1,1,0,0,0,0,0,2,0,0,5,1,2,0,9,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,6,0,1,0,1,0,0,0,0,4,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0
23,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,1,1,1,0,0,11,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,3,2,0,9,0,0,0,0,1,0,0,0,1,0,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,4,2,0,2,0,5,0,0,0,0,1,0,0,0,4,2,0,0,1,0,0,0,0,2,0,0,0,2,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,23,0
24,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,13,1,2,2,0,1,0,0,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,4,3,4,0,4,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,4,0,0,0,0,0,0,0,5,1,0,2,0,4,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0
25,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,17,2,1,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,3,2,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,5,2,0,4,0,5,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0
26,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,19,2,2,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,4,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,2,0,3,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0
27,0,0,0,2,0,1,0,0,7,0,0,0,0,0,0,6,0,0,0,1,0,2,1,0,0,0,0,2,0,0,3,2,2,0,0,0,12,1,2,1,0,0,0,0,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,3,3,3,0,6,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,3,0,2,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0
28,0,0,0,1,0,1,0,0,11,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,16,2,1,2,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,4,3,3,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,4,1,0,3,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,11,0,0,0,0,0,11,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,1,0,0,0,5,1,0,1,15,17,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0
30,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,6,0,0,0,1,0,2,1,0,0,0,0,2,0,0,2,1,2,4,0,0,11,1,2,1,0,1,0,0,2,1,0,0,2,1,2,0,0,0,0,0,1,0,0,4,2,3,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0
31,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,1,0,2,1,0,1,0,0,0,0,0,2,1,0,1,0,0,9,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,6,1,0,0,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,6,12,0,0,0,1,0,0,0,0,4,1,2,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0
32,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4,0,0,3,1,2,0,2,1,0,0,0,0,2,2,0,1,0,3,1,0,8,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,26,0,0,0,1,0,3,0,0,0,0,4,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,32,0
33,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,17,2,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,2,0,0,0,0,0,0,0,5,1,0,3,0,3,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0
34,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,24,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0
35,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,27,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0
36,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,33,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0
37,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,4,0,0,2,1,0,0,0,4,0,0,0,6,0,0,2,1,1,0,0,0,10,1,1,1,0,0,0,0,1,0,0,0,3,0,1,0,2,1,2,0,2,0,0,3,2,2,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,3,1,0,2,2,5,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0
38,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,15,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,2,0,9,0,0,0,1,1,2,0,0,1,0,0,1,0,5,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,4,3,0,0,0,0,0,1,0,0,8,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0
39,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,6,0,0,4,2,0,0,0,8,0,0,0,12,0,0,3,0,1,0,0,0,13,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,3,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,1,0,0,0,3,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0
40,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,28,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0
41,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,31,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0
42,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,37,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0
43,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,28,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0
44,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,1,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,2,8,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,0,1,44,0
45,0,0,5,1,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,1,0,1,0,0,3,0,0,1,3,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,1,0,5,2,0,0,0,0,4,0,0,1,0,5,1,0,2,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,3,12,0,0,0,2,0,5,0,0,0,0,8,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,45,0
