,11,12,13,4dwm,9term,acroread,amachec,ar,as1,awk,basename,bc,cal,calldd,cat,cfe,chmod,col,compress,configur,cpio,cpp,crypt,date,ddtest,df,dirname,dohourl,download,driver,du,echo,endsessi,env,ex,expr,faces,fifo,fig2dev,file,find,ftp,generic,getans,gethost,getopt,getpgrp,gettxt,ghostvie,gre,grep,gs,gzip,heartche,hostname,hpost,hype,id,ksh,launchef,ld_,less,lks,ln,lock,lp,ls,mail,mailx,make,man,maplesy,mediamai,metamail,mimencod,mkdir,mkpts,more,mosaic,moviepla,nawk,neqn,netscape,netstat,nohup,nroff,nscal,perl,ping,popper,post,postprin,ppost,pq,printf,ps,rcp,reaper,rlogin,rm,rmdir,rsh,rshd,rup,sam,samterm,sed,sendmail,sh,showprod,showps,sleep,sort,strings,stty,sysinfo,tail,tar,tbl,tcpostio,tcppost,tellwm,telnet,test,toolches,touch,tput,tr,tracerou,true,ugen,ul,uname,unlock,unpack,unzip,userenv,wait4wm,whereis,xclock,xconfirm,xdm,xfig,xhost,xman,xmaplev5,xprop,xrdb,xrn,xsetroot,xt,xterm,xv,User,Segment,Label
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,4,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,29,10,0
11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,10,3,0,0,0,0,1,0,0,0,2,0,8,1,0,2,0,1,0,0,10,0,1,0,1,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,29,11,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,4,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,22,1,0,0,0,0,0,30,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,29,12,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,8,1,0,0,32,0,0,2,0,1,0,4,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,13,0
14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,1,1,0,10,0,1,1,1,4,0,0,1,0,0,0,2,0,0,1,4,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3,0,29,14,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,20,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,29,15,0
16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,1,1,0,9,0,1,1,1,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,2,1,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,1,0,0,17,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,0
17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,2,0,3,2,2,2,0,12,0,1,2,1,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,2,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,0
18,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,10,0,1,0,0,2,0,0,0,0,9,0,1,0,1,20,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,29,18,0
19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,6,0,0,2,1,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,0
20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,1,1,0,18,0,2,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,0
21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,2,1,2,2,0,0,0,10,0,0,0,0,0,0,6,0,0,1,0,9,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,0
22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,2,1,1,1,0,1,0,1,1,0,8,0,1,1,0,4,0,0,1,0,0,0,2,0,0,1,8,2,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,1,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,3,0,29,22,0
23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,23,0,0,0,0,2,2,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,29,23,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,29,24,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,29,25,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0,29,26,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,29,27,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,29,28,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,29,29,0
30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,30,0
31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,2,2,0,15,0,1,2,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0
32,0,0,0,0,0,5,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,1,1,0,15,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,3,3,2,7,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,0
33,0,0,0,0,0,7,0,0,0,2,1,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,2,2,0,13,0,1,2,2,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,0
34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,1,0,4,0,1,1,0,21,0,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,0
35,0,0,0,0,0,12,0,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,0,3,0,1,1,0,12,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,0
36,0,0,0,0,0,8,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,1,1,0,10,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,3,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,0
37,0,0,0,0,0,4,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,23,0,0,0,0,0,0,16,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,37,0
38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,3,1,0,2,0,1,1,0,10,0,1,1,1,0,2,0,1,10,0,0,1,0,0,1,1,0,0,0,0,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,38,0
39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,2,0,2,0,1,2,0,11,0,1,2,1,0,2,0,2,19,0,0,2,0,0,2,0,0,0,0,0,2,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,39,0
