,4dwm,arch,awk,bc,cat,cled,cled_jct,compress,cpp,csh,date,dirname,download,dvipost,dvips,echo,egrep,emacs20,endsessi,env,expr,fifo,file,find,finger,gawk,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,hostname,hpost,id,ispell,kill,launchef,lks,lmstat,ln,lock,lp,ls,mail,mailx,maketexp,maplesy,matlab,matlab_l,mediamai,mkdir,mkpts,more,movemail,nawk,netscape,netstat,platform,post,postprin,ppost,pq,pr,ps,pwd,reaper,resize,rlogin,rm,rmdir,sed,sendmail,sh,sleep,slmclien,slmhelpe,sqpe,stty,tcpostio,tcppost,tellwm,telnet,test,toolches,touch,tput,true,tset,uname,unlock,userenv,virtex,wait4wm,xbiff,xclock,xconfirm,xdm,xdvi,xdvirea,xhost,xmaplev5,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
10,0,0,1,1,7,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,9,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,2,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0
11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,36,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0
12,0,0,2,2,9,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,2,2,1,0,0,10,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,5,0,1,0,0,0,0,0,3,1,4,0,12,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0
13,0,0,1,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,10,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,2,3,19,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0
14,0,0,1,2,11,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,10,1,1,1,0,0,1,0,1,2,1,0,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,5,0,1,0,0,0,0,0,3,1,4,3,10,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0
15,0,0,1,1,8,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,3,1,1,0,0,15,1,1,2,0,0,1,0,1,1,1,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,4,1,4,6,5,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0
16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,31,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0
17,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,2,2,1,0,0,0,2,0,0,0,0,0,0,4,1,2,1,1,0,0,0,0,4,0,0,1,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,17,0,0,0,0,2,0,0,2,0,1,1,0,0,0,2,0,0,1,4,1,0,0,1,1,0,0,1,0,1,2,1,2,0,3,17,0
18,0,0,1,1,8,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,9,1,1,1,0,0,1,0,2,1,1,0,0,2,0,0,2,1,2,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,3,0,1,0,0,0,0,0,2,0,3,3,14,0,0,0,0,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0
19,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,1,1,3,0,0,2,0,1,0,0,2,3,2,1,0,1,0,0,0,0,0,2,1,1,7,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,6,17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0
20,0,0,1,1,6,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2,1,1,2,0,0,10,1,2,2,0,0,2,0,2,1,2,0,0,0,0,0,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,2,0,0,0,0,0,2,0,2,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0
21,0,0,1,1,9,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,15,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,9,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0
22,0,0,1,1,7,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,10,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,2,0,21,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0
23,0,0,1,1,8,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,11,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,3,1,3,0,14,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0
24,0,0,1,0,4,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,3,1,1,0,0,12,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,2,2,2,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,3,0,14,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0
25,0,0,1,1,7,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2,1,2,2,0,0,8,1,2,1,0,0,2,0,2,1,2,0,0,0,0,0,2,2,3,3,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,4,0,2,0,0,0,0,0,1,0,2,3,14,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0
26,0,0,1,1,7,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,13,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,1,3,0,16,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0
27,0,0,1,1,7,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,9,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,3,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,2,3,17,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0
28,0,0,1,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,3,1,2,0,0,11,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,2,3,2,6,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,3,6,9,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0
29,0,0,1,0,2,0,0,0,0,0,1,0,0,0,9,0,0,4,0,0,1,0,1,4,0,0,4,0,1,1,0,6,4,6,1,0,1,0,0,0,0,0,2,2,2,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0
30,0,0,1,0,3,0,0,0,0,0,3,0,1,0,4,0,0,6,0,0,1,1,1,2,0,0,6,1,1,1,0,1,2,1,1,0,1,0,0,1,0,0,2,1,2,6,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0
31,1,0,0,0,3,0,0,0,2,0,2,0,0,0,0,1,0,0,2,1,1,1,0,1,0,0,5,0,1,0,4,0,1,0,3,0,1,0,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,3,10,0,0,0,0,3,4,1,2,0,1,1,0,0,1,3,0,1,1,0,1,0,0,1,1,0,0,1,0,1,2,1,2,0,3,31,0
32,0,0,2,2,12,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,2,2,1,0,0,12,1,1,1,0,0,1,0,1,2,1,0,0,0,0,0,4,2,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,6,0,1,0,0,0,0,0,4,1,4,3,5,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0
33,0,0,0,0,2,0,0,0,0,0,3,0,1,0,7,0,0,1,0,0,0,2,0,1,0,0,7,1,0,1,0,6,1,7,0,0,0,0,0,0,0,0,1,2,0,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,8,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0
34,0,0,2,2,8,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,2,3,0,0,5,0,2,1,0,0,3,0,2,1,2,0,0,0,0,0,2,2,3,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,2,0,0,0,0,0,1,0,2,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0
35,0,0,2,0,6,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,2,3,0,0,10,0,2,3,0,3,3,5,2,1,2,0,0,0,0,0,6,4,5,3,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0
36,0,0,1,0,4,0,0,0,0,0,4,0,1,0,1,0,0,4,0,0,1,2,1,4,0,0,10,1,1,0,0,1,4,1,1,0,1,0,0,0,0,0,2,2,2,7,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,10,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0
37,0,0,1,0,6,0,0,0,0,0,7,0,2,0,2,0,0,1,0,0,1,3,1,1,0,0,16,2,1,2,0,1,1,1,1,0,1,0,0,0,0,0,2,3,2,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,4,0,3,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,1,0,5,0,0,1,0,0,0,0,1,5,3,0,0,0,0,0,1,0,0,1,1,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0
39,1,0,1,0,5,0,0,0,2,0,1,0,0,0,0,1,0,1,2,1,1,1,1,1,0,0,3,0,1,1,4,0,1,0,3,0,1,0,0,3,0,0,3,1,2,2,0,3,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,10,0,0,0,0,3,0,0,2,0,1,1,0,0,2,3,0,0,1,0,1,0,0,1,1,0,0,1,0,1,2,1,2,0,3,39,0
40,0,0,1,1,7,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,13,2,2,1,0,1,2,1,2,1,2,0,0,0,0,0,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,2,0,0,0,0,0,2,0,2,0,12,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0
41,0,0,2,2,12,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,2,1,2,2,0,0,14,0,1,2,0,0,1,0,1,2,1,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,1,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0
42,0,0,0,0,6,0,0,0,0,0,8,0,2,0,1,0,0,1,0,0,1,3,1,2,0,0,17,3,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,5,0,0,0,0,0,12,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0
43,0,0,2,0,4,0,0,0,0,0,4,0,1,0,2,0,0,3,0,0,1,2,1,5,0,0,10,1,1,1,0,2,5,2,1,0,1,0,0,0,0,0,2,2,2,8,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,2,3,2,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,0
44,0,0,1,1,8,0,0,0,0,0,5,0,1,0,1,0,0,1,0,0,1,2,1,2,0,0,12,1,1,2,0,1,2,1,1,1,1,0,0,0,0,0,4,3,3,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,0,1,0,0,0,0,0,4,1,3,0,7,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,0
45,1,0,0,0,4,0,0,0,2,0,3,0,1,0,1,1,0,1,0,1,0,2,0,1,0,0,7,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,13,0,0,0,0,3,4,1,0,0,1,1,0,0,0,3,0,1,1,2,1,0,0,0,1,0,0,1,0,0,2,1,1,0,3,45,0
46,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,4,2,1,0,0,0,2,0,0,0,0,0,0,4,4,4,5,2,0,0,0,1,4,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,11,0,0,0,0,3,0,0,2,0,1,1,0,0,0,3,0,0,1,1,1,0,0,1,1,0,0,1,0,1,2,1,3,0,3,46,0
47,1,0,1,0,4,0,0,0,2,0,4,0,1,0,1,0,0,1,2,0,1,2,1,1,0,0,10,1,1,1,4,1,1,1,2,0,1,0,0,2,0,0,2,2,2,3,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,7,0,0,0,0,1,4,1,2,0,1,1,0,0,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,2,0,2,0,3,47,0
48,0,0,1,0,8,0,0,0,0,0,5,0,1,2,1,1,0,0,0,1,2,1,1,2,0,0,9,1,2,2,0,0,2,0,3,1,2,0,0,4,0,0,4,3,4,2,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,4,0,0,0,0,2,2,1,0,0,0,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,48,0
49,0,0,1,0,8,0,0,0,0,0,7,0,1,2,1,0,0,0,0,0,2,3,1,2,0,0,16,1,2,2,0,0,2,0,2,1,2,0,0,0,0,0,3,4,4,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,2,0,0,0,0,0,6,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,0
50,0,0,1,0,7,0,0,0,0,0,5,0,1,2,3,0,0,1,0,0,1,2,1,2,0,0,11,1,1,1,0,3,2,3,1,1,1,0,0,0,0,0,3,3,2,4,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,7,4,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0
51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,10,2,14,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,51,0
52,0,0,2,0,6,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,2,3,2,3,0,0,13,1,2,2,0,1,3,1,2,0,2,0,0,0,0,0,4,3,4,7,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,3,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,0
53,0,0,1,0,8,0,0,0,0,0,7,0,2,2,2,0,0,3,0,0,1,2,1,1,0,0,13,2,1,1,0,1,1,1,1,1,1,0,0,0,0,0,3,2,2,4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,7,0,0,0,0,0,4,1,0,0,0,0,1,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,0
54,0,0,1,0,5,0,0,0,0,0,5,0,1,0,2,0,0,2,0,0,1,2,1,3,0,0,13,1,1,1,0,2,3,2,1,0,1,0,0,0,0,0,2,2,2,8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,2,0,5,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,0
55,1,0,0,0,3,0,0,0,2,0,1,0,0,0,1,1,0,1,2,1,1,1,0,2,0,0,2,0,1,0,4,1,2,1,3,0,1,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,13,0,0,0,0,3,0,1,2,0,1,1,1,0,1,3,0,1,1,1,1,0,0,1,1,0,0,1,0,1,2,1,3,0,3,55,0
56,0,0,2,1,8,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1,2,2,2,0,0,12,1,1,1,0,0,2,0,1,1,1,0,0,0,0,0,4,2,3,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,4,1,3,0,6,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,0
57,0,0,0,0,3,0,0,0,0,0,3,0,1,0,6,0,0,3,2,0,0,2,0,3,0,0,7,1,0,1,4,5,3,5,2,0,0,0,0,4,0,0,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,0,0,0,0,1,4,1,2,0,0,0,0,0,1,1,0,1,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,57,0
