,4dwm,acroread,aout,arch,as1,awk,basename,bash,bc,cat,cfe,col,compress,cpp,csh,date,desktopm,dirname,download,driver,du,dvips,echo,egrep,endsessi,env,ex,expr,faces,false,fifo,fig2dev,file,find,finger,fm,ftp,gawk,generic,gethost,getopt,getpgrp,gettxt,ghostvie,gp,grep,gs,gzip,hostname,hpost,id,imgview,launchef,lc,ld_,less,lks,lmstat,ln,localsq,lock,lp,lpdsend,lpr,ls,mail,mailx,make,man,maplesy,matlab,matlab_l,mc,mediamai,metamail,mimencod,mkdir,mkpts,more,nawk,nedit,neqn,netscape,netstat,nroff,nscal,nslookup,ping,post,postprin,ppost,pr,printf,ps,pwd,reaper,rlogin,rm,rmdir,sed,sendmail,sgihelp,sh,showps,sleep,sqpe,stty,tail,talk,tar,tbl,tcpostio,tcppost,tektroni,tellwm,telnet,toolches,top,touch,tr,true,ugen,ul,uname,unlock,unpack,uopt,userenv,uudecode,virtex,wait4wm,webmagic,whoami,xclock,xconfirm,xdm,xdvi,xdvirea,xemacs1,xfig,xhost,xmaplev4,xmaplev5,xprop,xrdb,xsetroot,xterm,xv,xwsh,User,Segment,Label
10,0,0,0,1,0,1,0,5,1,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,1,0,0,0,2,6,1,1,1,0,0,0,1,0,0,2,1,4,0,2,1,0,0,0,9,3,0,1,2,0,0,4,0,0,0,0,0,2,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,10,0
11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,36,0,15,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27,11,0
12,1,0,0,0,0,0,0,10,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,8,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,9,0,13,0,0,0,3,2,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,2,1,4,0,0,27,12,0
13,0,0,0,0,0,1,0,2,1,7,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,10,1,1,1,0,0,0,1,0,0,2,1,1,0,4,0,0,0,0,0,2,0,2,2,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,1,2,6,0,5,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,13,0
14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,0,1,1,0,0,0,1,1,0,1,0,1,0,2,0,0,1,0,0,2,0,1,2,0,0,12,0,0,0,0,3,0,0,0,8,0,0,0,0,0,1,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,0
15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,7,1,0,0,0,0,0,0,7,1,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,15,0,8,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,27,15,0
16,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,2,2,0,0,0,0,16,2,2,2,0,0,0,2,3,0,2,0,2,0,0,0,0,0,0,0,4,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,0
17,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,19,2,1,1,0,1,0,1,4,0,1,0,1,0,0,0,0,0,0,0,2,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,3,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,0
18,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,17,2,2,1,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,2,0,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,2,4,0,0,2,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,0
19,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,2,12,0,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,27,19,0
20,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,2,2,0,0,0,0,13,1,2,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,5,0,3,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,1,3,3,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27,20,0
21,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,15,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,3,0,0,3,0,2,2,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,2,3,0,5,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27,21,0
22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,3,1,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,27,22,0
23,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,2,2,0,0,0,0,16,2,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,0,3,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,1,3,3,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,0
24,0,0,0,0,0,1,0,4,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,5,0,5,0,1,0,0,0,0,1,0,1,4,0,1,0,6,0,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,1,6,0,6,0,0,0,3,0,0,0,0,4,1,0,0,1,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,24,0
25,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,19,1,2,2,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,4,0,4,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,4,0,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,0
26,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,13,1,1,2,0,1,0,2,6,0,1,0,1,0,0,0,0,6,0,0,4,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,0
27,0,0,0,0,0,1,0,2,0,6,0,0,0,0,0,7,0,0,2,0,0,1,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,16,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,2,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,4,3,0,2,0,0,0,0,0,0,0,0,8,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,27,0
28,0,5,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,24,0,11,1,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,28,0
29,0,1,0,0,0,2,0,0,1,7,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,2,2,0,0,0,0,17,2,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,1,3,0,0,1,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0
30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,9,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0,2,1,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,2,23,0,12,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,1,1,0,0,0,1,12,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,27,31,0
32,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,1,2,0,0,0,0,10,1,2,1,0,0,0,2,7,0,2,0,2,0,0,0,0,0,0,0,2,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,27,32,0
33,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,5,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,4,0,2,2,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,18,0,11,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,27,33,0
34,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,6,0,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,15,2,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,0
35,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,1,1,0,0,0,0,14,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,3,2,0,0,8,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,2,3,6,0,7,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,35,0
36,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,17,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,0
37,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,16,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,27,37,0
38,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,13,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,1,1,0,0,3,0,0,27,38,0
39,0,0,0,0,0,1,0,5,0,6,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,1,0,0,9,1,1,1,0,0,0,1,1,0,2,0,1,0,4,0,0,0,0,0,2,0,1,2,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,2,3,0,8,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,27,39,0
40,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,6,0,0,1,0,1,0,0,0,15,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,14,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,40,0
