,q_egtest q_egtest,telnet netscape,xconfirm endsessi,virtex virtex,virtex gs,cat tty,download tcpostio,q_test q_test,telnet telnet,ls sed,rmdir generic,xclock gettxt,launchef hostname,cat cat,nm ld,as1 ld_,arch tset,ksh launchef,cat generic,sleep xset,xdm xprop,Unnamed: 0,gettxt gettxt,toolches gettxt,date lp,sh rm,nawk cpp,rm ls,rm sh,find emacs20,ksh xterm,nawk hostname,xterm netscape,cat file,cat post,ksh rm,lock netscape,ls generic,true grep,ksh virtex,ksh tellwm,xinitrc reaper,telnet ksh,xprop endsessi,sh hostname,nawk maplesy,generic cat,cpp cc1,aout gs,sendmail sh,xclock 4dwm,generic ln,netscape rm,post awk,uname nawk,expr generic,ksh ls,emacs20 cfe,sh lock,generic ls,fifo cat,generic lp,awk cat,more emacs20,ld_ nm,ksh cat,ksh telnet,gettxt rm,xinitrc xset,mediamai launchef,ln ln,tcppost sh,xinitrc xinitrc,xdvi virtex,xdvi dvips,xset sed,gettxt tellwm,sed fifo,xset xset,netscape sendmail,reaper xinitrc,gcc gcc,ugen as1,xterm sh,telnet grep,endsessi xinitrc,mkdir expr,xterm telnet,sh tr,tcpostio cat,xdvirea xdvi,sendmail telnet,launchef sh,date generic,unlock rmdir,gettxt xconfirm,file post,aout emacs20,rm unlock,sh gettxt,arch hostname,cc1 as,ln generic,lp sh,xset xinitrc,mail tcsh,gettxt hostname,4dwm xbiff,tset hostname,hostname tset,sh cat,xterm rm,sh metamail,netscape netscape,mplotx11 mplotx11,tcpostio tcpostio,hostname gettxt,aout more,cc1 gcc,cpp sh,generic rm,hostname id,sh man,generic tcppost,sh netscape,date q_test,hostname whoami,getopt true,mediamai rm,faces launchef,endsessi xdm,sendmail sendmail,grep find,driver aout,telnet launchef,sh launchef,hostname tty,find expr,sh xrdb,q_eg q_eg,sh telnet,xinitrc rm,xrdb cat,telnet rm,xdm 4dwm,hostname date,fifo rm,xauth sh,emacs20 virtex,as ld_,netscape telnet,metamail xterm,ls rm,maplesy nawk,tr sh,man man,netscape sh,true ls,cat mail,launchef gettxt,emacs20 rm,metamail sh,toolches xbiff,xdm xbiff,ln rm,ksh gettxt,rm netscape,gethost download,find launchef,emacs20 emacs20,tellwm tellwm,getpgrp lock,lp getpgrp,sh netstat,hostname cat,generic gethost,ld gcc,launchef launchef,ksh sleep,xterm gettxt,mediamai netscape,cat date,more ls,gs xdvirea,id nawk,cfe ugen,lp find,ksh ksh,rm telnet,tset stty,post rm,sh mediamai,sed xinitrc,rm rm,sendmail netscape,q_test date,whoami xinitrc,tellwm xprop,sh sh,mediamai telnet,ls more,virtex xdvirea,sh getpgrp,ls ls,sh faces,emacs20 uname,xbiff 4dwm,netstat netscape,endsessi tellwm,xinitrc hostname,xbiff xclock,gcc aout,generic date,rm generic,more sh,col col,stty ksh,mediamai sendmail,xinitrc cpp,hostname arch,tty hostname,telnet ls,netscape launchef,true true,rm sed,find mkdir,xbiff toolches,dvips hostname,grep date,virtex dvips,sh sendmail,tcsh nawk,cat more,rm ksh,toolches xclock,nawk getopt,more more,xterm launchef,netscape hostname,endsessi xprop,ls gs,gettxt xterm,generic generic,rm mediamai,4dwm toolches,4dwm gettxt,sed ln,tellwm xdm,lock true,ld_ driver,Label
10,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0,10,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,1,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,1,5,4,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,11,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,2,1,0,0,1,0,0,0
12,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,12,4,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,1,0,1,0,2,1,0,0,1,0,0,0
13,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,0,0,13,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,14,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
15,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,2,0,1,0,0,15,0,0,1,0,0,1,0,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,2,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,16,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,3,0,3,3,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
17,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,17,3,1,1,1,0,1,0,0,2,0,0,1,1,0,0,1,1,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,3,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
18,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,1,1,1,0,18,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,3,3,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,3,3,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
19,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,19,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,4,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,1,0,1,0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
