,tset env,stty tset,ls generic,download tcpostio,fifo cat,sendmail pwd,ls sed,rmdir generic,ghostvie hostname,cat cat,nm ld,as1 ld_,cat hpost,mail cat,sendmail mail,virtex virtex,rm unlock,download hostname,Unnamed: 0,tput cat,date lp,dvips gs,rm ls,lock ex,tcsh mail,more tput,mailx finger,cat file,gs gs,cat post,sh man,ghostvie ls,ls rmdir,true grep,tcsh stty,sendmail mailx,finger tput,mail more,driver aout,col col,tput ls,xterm tcsh,mailx sendmail,finger finger,generic cat,mailx mail,cpp cc1,awk ppost,sendmail sh,ex mail,generic ln,date cat,ghostvie ex,tput hostname,post awk,uname nawk,virtex ex,tput ex,expr generic,file post,ghostvie more,generic ls,gcc ex,generic lp,awk cat,finger sendmail,gethost gethost,ld_ nm,tcsh tcsh,mailx mailx,mailx gs,ex virtex,pq mail,mail tcsh,ln ln,tcppost sh,finger ex,ex sendmail,sed fifo,ghostvie sendmail,ls tcsh,sh tcpostio,gcc gcc,ugen as1,lock gs,aout aout,tset sendmail,env tcsh,mail pq,pwd ex,cc1 as,mkdir expr,du sort,ex gs,rlogin rlogin,sh tr,tcpostio cat,lock mail,launchef sh,date generic,unlock rmdir,mail ex,tput tcsh,sh lock,tcsh more,cat generic,mail tcpostio,rmail sh,tput more,ln generic,cfe driver,mailx tcsh,cfe ugen,find tail,mail finger,rmdir ls,ghostvie mail,sh hostname,netscape netscape,xterm mail,tcpostio tcpostio,mail tput,tput sendmail,cc1 gcc,cpp sh,mailx rlogin,sh mail,finger mail,generic rm,hostname id,generic tcppost,nawk cpp,getopt true,tcsh mailx,tcsh tput,gs ghostvie,tcsh cat,sendmail more,rlogin mail,tcsh xterm,sendmail sendmail,more tcsh,driver uname,more sendmail,tput tput,mail virtex,find expr,sh xrdb,ex ex,ls virtex,ex uname,mail mailx,lock lock,fifo rm,mailx tput,lock generic,mailx ex,as ld_,cpp gcc,ls rm,tput mailx,download mail,rm rmdir,true ls,cat mail,tail ls,mailx more,tput pwd,ls gs,ld_ driver,tput pq,getpgrp lock,lp getpgrp,hostname cat,ex cfe,generic gethost,ld gcc,launchef launchef,aout ex,touch tcsh,driver ex,download gs,cat date,tput finger,sh sh,sh rmail,id nawk,sendmail gs,dvips hostname,lp find,post rm,sh mediamai,ln ex,rm rm,generic expr,sort sed,gethost download,more mail,ghostvie ghostvie,mail gs,mail mail,mail pwd,tset more,ls more,rm tcsh,ls hostname,ls ls,tcsh sendmail,tput mail,mail sendmail,gcc aout,generic date,rm generic,more sh,ls mail,unpack col,ghostvie mailx,tr sh,mediamai sendmail,tcsh ex,pq pq,ls sendmail,ex pwd,ls ex,finger more,true true,sendmail finger,find mkdir,mail ls,finger tcsh,dvips dvips,grep date,virtex dvips,sh sendmail,mailx ls,pwd ls,nawk getopt,tset mail,more more,ghostvie gs,mail rlogin,tcsh ls,ghostvie rm,sendmail tput,sendmail ex,generic generic,ex more,tput gs,lock true,ex ls,Label
10,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,10,0,2,0,1,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,3,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0
11,0,0,2,1,1,0,3,2,0,0,0,0,0,0,2,0,2,0,11,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,2,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,1,0,2,0,2,0,0,2,0,1,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,1,20,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
14,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,14,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,1,0,0,1,4,0,3,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0
15,0,1,1,0,0,1,1,1,0,0,0,0,0,0,4,0,1,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,5,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,2,0,2,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,2,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,0,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,1,0,19,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0,0,0,1,1,1,1,0,1,2,0,3,0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0
20,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,20,0,2,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,2,1,0,2,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,0,0,0,0,2,0,0,3,0,0,1,0,0,1,0,0,1,0,0
