,make tput,mkpts uname,less bison,col less,nm ld,gdb uname,mkpts bison,tty sed,man sed,Unnamed: 0,nawk cpp,rm ls,bison flex,awk sh,sed hostname,cat hostname,less mkpts,spec cat,make spec,col col,sendmail sendmail,sh man,tput cat,dbx dbxpcs,gcc less,uname nawk,flex uname,man unpack,nroff sed,flex make,rm spec,awk cat,ld_ nm,ksh cat,less awk,as ld_,cat spec,as gcc,gcc gcc,gawk gawk,hostname tty,fold less,awk fold,less spec,cc1 as,make less,ls rm,netscape netscape,rm rm,cc1 gcc,hostname stty,make bison,cat justlex,cpp cc1,spec mkpts,cat lexspec,ld_ ld,tbl tbl,movemail movemail,make cat,sed awk,make flex,neqn tbl,sh awk,ls less,man man,less cat,spec gdb,nawk ld_,less flex,spec ls,col sh,less tput,gdb bison,awk less,ld gcc,make uname,make mkpts,less uname,less less,spec uname,ls ls,spec less,neqn nroff,justlex less,cat sh,tbl neqn,awk awk,gcc make,gcc uname,spec spec,make rm,unpack col,cat stty,tput awk,spec bison,rm make,less ls,less sh,bison make,Label
10,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,23,0,24,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28,0,31,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,0,0
13,0,0,0,0,0,0,0,0,1,13,3,0,0,1,0,0,0,0,0,2,0,2,0,0,0,3,0,1,0,3,0,12,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,11,0,0,1,0,0,0
14,0,0,0,0,1,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,3,0,0,1,0,0,4,0,0,10,0,0,0,0,0,4,0,0,0,0,5,0,0,0,8,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,7,0,0,0,0,15,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,6,0,0,6,0,0,7,0,0,0,0,0,6,0,2,0,0,0,0,0,0,6,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,6,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,0,0,6,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,10,0,0,0,5,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,6,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,6,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,6,0,0,0,0,18,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,6,0,0,6,5,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,7,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,5,0,0,0,0,19,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,5,0,0,6,11,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,6,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,5,12,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,5,0,0,0,0,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,2,0,0,5,0,0,5,6,0,7,0,0,0,0,0,5,0,0,0,0,2,0,0,0,7,0,0,0,0,0,5,0,4,0,0,0,0,2,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,6,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,1,0,0,6,0,0,6,6,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,1,0,4,0,0,0,0,23,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,2,0,0,4,0,0,3,4,2,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,1,0,0,4,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,5,1,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,3,0,0,0,0,24,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,1,3,6,9,0,0,0,0,0,7,0,0,0,0,0,0,2,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2,0,0,0,0,3,0,0,0,0
25,0,0,0,0,3,0,0,0,0,25,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,10,5,0,0,0,0,0,3,0,0,0,2,6,11,0,0,0,0,0,6,0,0,0,0,0,0,2,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,1,0,1,1,0,0,1,0
26,0,0,2,0,3,0,0,0,0,26,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,3,2,3,7,0,0,0,0,1,6,0,0,0,0,0,0,0,0,6,0,0,1,0,0,3,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,3,0,0,0,0,27,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,3,0,0,0,3,4,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,3,4,0,0,0,2,0,0,0,1,0,0,0
28,0,0,0,0,3,0,0,0,0,28,6,0,3,0,0,0,0,2,0,1,0,1,0,0,0,9,3,1,0,0,0,0,3,0,0,0,4,6,9,0,0,0,0,1,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,6,0,1,1,0,0,0,3,0,0,0,0
29,0,0,0,0,0,0,0,0,1,29,10,1,0,1,0,0,0,0,0,3,0,3,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,1,2,0,1,0,0,8,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,7,0,1,2,0,0,0,1,0,0,0,0
30,0,0,0,0,0,0,0,0,0,30,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,7,0,0,0,0,1,0,5,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,2,0
31,0,0,1,0,2,0,0,0,0,31,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,2,0,0,0,2,7,11,0,0,0,0,0,7,0,0,0,0,0,0,1,0,7,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,2,2,0,0,0,0,0,4,7,0,1,0,0,0,0,2,0,0,0,0
32,0,0,1,0,3,0,0,0,0,32,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,4,7,10,0,0,0,0,0,7,0,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,2,1,4,0,0,0,0,1,0,3,0,0,0,0,0,2,4,0,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0
33,0,0,0,0,4,0,0,0,0,33,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,3,0,0,0,1,3,11,0,0,0,0,0,4,0,0,0,0,4,0,2,0,8,0,0,0,0,0,1,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,8,3,0,1,0,0,0,0,1,1,0,1,0
34,0,0,0,0,1,0,0,0,0,34,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,1,0,0,0,0,7,13,0,0,0,0,0,7,0,0,0,1,3,0,5,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,1,0,0,0,0,1,0,0,0,0
35,0,0,0,0,0,0,0,0,0,35,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,9,0,0,0,0,0,0,3,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,4,2,0,0,0,36,5,0,1,0,0,0,0,0,1,0,0,0,0,2,0,9,1,0,0,0,1,0,4,0,0,0,2,5,10,0,0,0,0,1,5,0,1,0,0,1,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,0,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,0,5,5,1,0,0,0,0,0,0,1,0,0,0
37,0,0,0,0,4,3,0,0,0,37,7,0,1,0,0,0,0,0,4,0,0,0,0,1,0,11,1,0,0,0,0,0,4,0,0,0,0,6,11,0,0,0,0,1,6,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,5,0,0,0,0,38,6,0,0,0,0,0,0,0,4,0,0,0,0,6,0,11,0,0,0,0,2,0,5,0,0,0,0,5,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0
39,0,0,0,0,5,1,0,0,0,39,7,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,0,0,0,0,0,0,5,0,0,1,0,5,12,0,0,0,0,0,6,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,4,3,0,0,0,40,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,4,0,0,2,2,5,9,0,0,0,0,2,8,0,0,0,2,0,0,2,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,3,5,0,1,0,0,0,0,2,0,0,0,0
41,0,0,0,0,5,2,0,0,0,41,9,0,0,0,0,0,0,0,1,0,0,0,0,0,3,11,0,0,0,0,0,0,5,0,0,3,1,3,12,0,0,0,0,0,6,0,0,0,0,3,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,3,0,0,0,0,42,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,3,0,0,0,2,7,10,0,0,0,0,2,7,0,1,0,1,0,0,1,0,8,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,1,0,1,0,2,0,0,0,0,0,3,7,0,0,0,0,0,0,1,1,0,0,0
43,0,0,0,0,2,0,0,0,0,43,8,0,3,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,0,0,0,0,2,0,0,0,2,7,11,0,0,0,0,0,7,0,1,0,1,1,0,2,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,4,7,1,1,0,0,0,0,2,0,0,0,0
44,0,0,0,0,5,0,0,0,0,44,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,5,0,0,0,6,6,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,5,6,2,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,2,0,0,0,0,45,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,2,0,0,0,2,2,10,0,0,0,0,0,2,0,0,0,1,6,0,8,0,8,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,8,2,0,1,0,0,0,1,1,0,0,5,0
46,0,0,0,0,3,0,0,0,0,46,10,0,4,0,0,0,0,0,1,0,0,0,0,0,0,12,4,0,0,0,0,0,3,0,0,0,0,8,12,0,0,0,0,0,8,0,0,0,0,1,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,1,0,0,0,0,47,9,0,4,0,0,0,0,1,0,0,0,0,0,0,0,11,4,0,0,0,0,0,1,0,0,0,3,7,12,0,0,0,0,0,6,0,0,0,0,3,0,5,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,0,0,0,0,1,0,0,0,1,0
48,0,0,0,0,0,0,0,0,0,48,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,9,0,0,0,0,0,0,4,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,1,0,0,0,1,49,8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,1,0,0,0,0,8,12,0,0,0,0,0,8,0,0,0,1,0,0,3,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,4,8,0,1,0,0,0,0,1,0,0,0,0
50,0,0,0,0,2,0,0,0,0,50,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,2,0,0,0,0,7,11,0,0,0,0,0,7,0,0,0,0,2,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,5,None
51,0,0,0,0,1,0,0,0,0,51,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,1,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,1,9,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,0,1,0,0,2,None
52,0,0,5,0,0,0,0,0,0,52,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,2,7,0,0,0,9,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,0,0,0,0,0,0,None
53,0,1,0,0,0,0,0,0,0,53,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0,2,11,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,10,2,0,2,0,0,0,0,2,0,0,0,None
54,0,1,3,0,0,0,0,0,0,54,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,4,3,0,0,0,8,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,1,0,0,0,0,0,0,None
55,0,0,0,0,0,0,2,0,0,55,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,5,0,0,0,0,7,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,None
56,0,0,0,0,0,0,0,0,0,56,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,7,0,0,0,0,4,0,3,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,None
57,0,0,0,0,0,0,2,0,0,57,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,7,0,0,0,0,5,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,None
58,0,0,0,0,0,0,2,0,0,58,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,6,0,0,0,0,6,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,None
59,0,0,0,0,2,0,0,0,0,59,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,2,0,0,0,1,7,10,0,0,0,0,0,6,0,0,0,2,1,0,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,7,0,2,0,0,0,0,2,1,0,0,None
60,0,0,1,0,4,0,0,0,0,60,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,4,0,0,0,3,8,12,0,0,0,0,0,8,0,0,0,0,0,0,1,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,2,0,0,0,3,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,None
61,0,0,2,0,4,0,0,0,0,61,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,4,0,0,0,4,6,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,4,0,0,1,0,0,0,4,0,0,0,0,0,4,6,1,0,0,0,0,0,0,1,0,0,None
62,0,0,3,0,4,0,0,0,0,62,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,4,0,0,0,4,7,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,4,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,None
