User_index,Segment_index,Segment,User,Label,MaliciousCommandsCount,Diff commands,Avg_commands_length,Seq_of_commands_repeated_3
2,5,5,2,0,11,15,3,9
2,6,6,2,0,5,8,4,2
2,7,7,2,0,1,2,4,1
2,8,8,2,0,1,2,4,1
2,9,9,2,0,1,2,4,1
2,10,10,2,0,24,25,3,2
2,11,11,2,0,26,30,2,8
2,12,12,2,0,6,7,4,11
2,13,13,2,0,1,2,4,2
2,14,14,2,0,1,2,4,1
2,15,15,2,0,2,3,4,2
2,16,16,2,0,1,2,4,1
2,17,17,2,0,1,2,4,1
2,18,18,2,0,1,2,4,1
2,19,19,2,0,1,2,4,1
2,20,20,2,0,1,2,4,1
2,21,21,2,0,7,8,4,1
2,22,22,2,0,7,9,4,2
2,23,23,2,0,12,15,3,9
2,24,24,2,0,7,9,4,2
2,25,25,2,0,1,2,4,1
2,26,26,2,0,1,2,4,1
2,27,27,2,0,2,3,4,6
2,28,28,2,0,3,4,4,6
2,29,29,2,0,5,6,4,1
2,30,30,2,0,17,20,3,6
2,31,31,2,0,7,9,3,1
2,32,32,2,0,9,10,3,3
2,33,33,2,0,1,2,4,1
2,34,34,2,0,11,12,3,3
2,35,35,2,0,8,10,3,3
2,36,36,2,0,2,3,4,2
2,37,37,2,0,2,3,4,2
2,38,38,2,0,1,2,4,1
2,39,39,2,0,1,2,4,1
2,40,40,2,0,1,2,4,1
2,41,41,2,0,3,4,4,2
2,42,42,2,0,8,9,4,2
2,43,43,2,0,12,18,3,3
2,44,44,2,0,1,2,4,1
2,45,45,2,0,1,2,4,1
2,46,46,2,0,6,7,4,5
2,47,47,2,0,22,25,3,3
2,48,48,2,0,11,15,2,0
2,49,49,2,0,31,34,2,0
2,50,50,2,0,27,29,3,10
2,51,51,2,0,1,2,4,1
2,52,52,2,0,1,2,4,1
2,53,53,2,0,1,2,4,1
2,54,54,2,0,7,8,4,2
2,55,55,2,0,25,26,3,3
2,56,56,2,0,16,17,3,2
2,57,57,2,0,2,3,4,3
2,58,58,2,0,2,3,4,2
2,59,59,2,0,1,2,4,1
2,60,60,2,0,1,2,4,1
2,61,61,2,0,7,8,4,9
2,62,62,2,0,13,26,4,13
2,63,63,2,0,15,23,3,0
2,64,64,2,0,5,13,4,3
2,65,65,2,0,1,2,4,1
2,66,66,2,0,1,2,4,1
2,67,67,2,0,1,2,4,1
2,68,68,2,0,14,18,3,2
2,69,69,2,0,10,11,3,3
2,70,70,2,0,8,9,3,2
2,71,71,2,0,1,2,4,1
2,72,72,2,0,1,2,4,1
2,73,73,2,0,3,4,4,2
2,74,74,2,0,8,12,3,3
2,75,75,2,0,4,5,4,6
2,76,76,2,0,1,2,4,1
2,77,77,2,0,1,2,4,1
2,78,78,2,0,1,2,4,1
2,79,79,2,0,1,2,4,1
2,80,80,2,0,2,3,4,2
2,81,81,2,0,2,3,4,2
2,82,82,2,0,1,2,4,1
2,83,83,2,0,1,2,4,1
2,84,84,2,0,1,2,4,1
2,85,85,2,0,1,2,4,1
2,86,86,2,0,1,2,4,1
2,87,87,2,1,27,27,3,10
2,88,88,2,0,7,8,4,2
2,89,89,2,1,22,22,4,3
2,90,90,2,0,1,2,4,1
2,91,91,2,0,5,6,4,1
2,92,92,2,0,12,16,3,14
2,93,93,2,0,3,4,4,6
2,94,94,2,0,6,7,4,8
2,95,95,2,0,3,4,4,2
2,96,96,2,0,1,2,4,1
2,97,97,2,0,3,4,4,1
2,98,98,2,0,22,24,3,18
2,99,99,2,0,27,27,2,0
2,100,100,2,0,28,29,3,0
2,101,101,2,0,16,17,3,15
2,102,102,2,0,26,27,3,2
2,103,103,2,1,34,34,3,13
2,104,104,2,0,30,32,3,5
2,105,105,2,0,6,7,4,4
2,106,106,2,0,7,8,3,1
2,107,107,2,0,9,10,3,3
2,108,108,2,0,1,2,4,1
2,109,109,2,0,9,11,3,3
2,110,110,2,0,13,16,3,12
2,111,111,2,0,23,27,3,4
2,112,112,2,0,10,13,3,4
2,113,113,2,0,7,10,3,2
2,114,114,2,1,28,28,3,0
2,115,115,2,1,25,25,3,6
2,116,116,2,0,0,1,4,1
2,117,117,2,0,1,2,4,3
2,118,118,2,0,0,1,4,1
2,119,119,2,0,2,3,3,2
2,120,120,2,0,29,31,2,3
2,121,121,2,0,30,31,3,3
2,122,122,2,0,11,14,3,10
2,123,123,2,0,7,8,4,1
2,124,124,2,0,7,8,4,2
2,125,125,2,0,1,2,4,1
2,126,126,2,0,1,2,4,1
2,127,127,2,0,5,7,4,4
2,128,128,2,0,1,2,4,1
2,129,129,2,0,1,2,4,1
2,130,130,2,0,1,2,4,1
2,131,131,2,0,1,2,4,1
2,132,132,2,0,1,2,4,1
2,133,133,2,0,1,2,4,1
2,134,134,2,0,1,2,4,1
2,135,135,2,1,32,32,3,14
2,136,136,2,0,4,6,4,2
2,137,137,2,0,1,2,4,1
2,138,138,2,0,4,5,4,3
2,139,139,2,0,1,2,4,1
2,140,140,2,1,29,29,3,0
2,141,141,2,1,25,25,3,2
2,142,142,2,0,1,2,4,1
2,143,143,2,0,1,2,4,1
2,144,144,2,0,1,2,4,1
2,145,145,2,0,1,2,4,3
2,146,146,2,1,26,26,2,0
2,147,147,2,0,2,3,4,4
2,148,148,2,1,28,28,3,7
2,149,149,2,0,31,32,3,11
3,0,0,3,0,45,47,2,0
3,1,1,3,0,33,35,2,0
3,2,2,3,0,31,33,2,2
3,3,3,3,0,30,32,2,2
3,4,4,3,0,33,35,2,0
3,5,5,3,0,33,35,2,0
3,6,6,3,0,33,35,2,6
3,7,7,3,0,32,34,2,2
3,8,8,3,0,30,32,2,3
3,9,9,3,0,33,35,2,0
3,10,10,3,0,30,32,2,2
3,11,11,3,0,26,28,1,2
3,12,12,3,0,33,35,2,8
3,13,13,3,0,32,34,2,2
3,14,14,3,0,34,36,2,14
3,15,15,3,0,34,36,3,0
3,16,16,3,0,21,22,2,4
3,17,17,3,0,39,40,2,9
3,18,18,3,0,37,39,2,6
3,19,19,3,0,33,34,2,5
3,20,20,3,0,29,31,2,2
3,21,21,3,0,25,27,2,0
3,22,22,3,0,30,31,2,2
3,23,23,3,0,33,35,2,2
3,24,24,3,0,32,33,2,1
3,25,25,3,0,33,35,2,9
3,26,26,3,0,26,27,2,3
3,27,27,3,0,32,34,2,2
3,28,28,3,0,34,35,2,0
3,29,29,3,0,30,31,3,5
3,30,30,3,0,35,36,2,0
3,31,31,3,0,49,51,3,0
3,32,32,3,0,34,36,2,0
3,33,33,3,0,29,30,3,7
3,34,34,3,0,29,31,2,3
3,35,35,3,0,31,31,2,0
3,36,36,3,0,36,37,2,0
3,37,37,3,0,37,38,3,0
3,38,38,3,0,21,22,2,8
3,39,39,3,0,50,51,2,0
3,40,40,3,0,34,36,2,13
3,41,41,3,0,29,31,2,0
3,42,42,3,0,32,33,3,5
3,43,43,3,0,38,38,3,0
3,44,44,3,0,40,42,2,0
3,45,45,3,0,41,42,2,0
3,46,46,3,0,38,39,2,0
3,47,47,3,0,53,53,3,0
3,48,48,3,0,43,43,2,0
3,49,49,3,0,32,32,3,0
3,50,50,3,0,40,40,3,0
3,51,51,3,0,21,21,3,6
3,52,52,3,0,34,34,2,0
3,53,53,3,0,41,42,3,0
3,54,54,3,0,37,38,2,0
3,55,55,3,0,53,55,2,0
3,56,56,3,0,38,39,2,0
3,57,57,3,0,36,36,3,0
3,58,58,3,0,48,49,2,0
3,59,59,3,0,38,39,3,0
3,60,60,3,0,38,38,3,0
3,61,61,3,0,48,50,2,0
3,62,62,3,0,35,37,2,0
3,63,63,3,0,37,38,3,0
3,64,64,3,0,36,37,3,0
3,65,65,3,0,29,29,3,0
3,66,66,3,1,27,27,4,9
3,67,67,3,0,31,33,3,5
3,68,68,3,0,34,36,2,0
3,69,69,3,0,34,35,3,0
3,70,70,3,0,50,50,2,0
3,71,71,3,0,43,45,2,14
3,72,72,3,0,37,38,2,0
3,73,73,3,1,32,32,3,0
3,74,74,3,0,44,45,3,0
3,75,75,3,0,31,33,2,0
3,76,76,3,0,32,34,2,7
3,77,77,3,1,39,39,3,0
3,78,78,3,0,39,39,3,0
3,79,79,3,0,35,35,3,0
3,80,80,3,0,17,18,3,8
3,81,81,3,0,35,37,3,0
3,82,82,3,0,34,35,3,0
3,83,83,3,1,38,38,3,18
3,84,84,3,0,29,29,3,0
3,85,85,3,1,43,43,3,0
3,86,86,3,0,29,29,3,0
3,87,87,3,0,31,33,2,0
3,88,88,3,0,31,33,3,0
3,89,89,3,0,21,21,3,6
3,90,90,3,0,29,29,2,0
3,91,91,3,0,29,31,2,0
3,92,92,3,0,36,38,2,0
3,93,93,3,0,32,34,3,0
3,94,94,3,1,30,30,4,3
3,95,95,3,0,30,30,3,0
3,96,96,3,0,29,29,3,0
3,97,97,3,0,29,29,3,0
3,98,98,3,0,29,29,3,0
3,99,99,3,0,29,29,3,0
3,100,100,3,0,33,33,3,5
3,101,101,3,0,10,10,3,9
3,102,102,3,0,22,23,3,14
3,103,103,3,0,45,45,3,0
3,104,104,3,0,47,48,2,0
3,105,105,3,0,33,33,2,0
3,106,106,3,0,32,32,3,0
3,107,107,3,0,33,34,3,0
3,108,108,3,1,40,40,2,0
3,109,109,3,0,33,34,2,0
3,110,110,3,0,30,30,2,0
3,111,111,3,0,29,29,3,0
3,112,112,3,0,37,37,3,0
3,113,113,3,0,36,36,3,0
3,114,114,3,0,33,33,2,0
3,115,115,3,0,49,51,2,0
3,116,116,3,0,33,35,2,0
3,117,117,3,0,52,54,2,0
3,118,118,3,0,32,34,2,14
3,119,119,3,0,24,26,2,4
3,120,120,3,0,31,32,2,6
3,121,121,3,0,36,36,2,0
3,122,122,3,0,42,43,2,0
3,123,123,3,0,35,35,2,0
3,124,124,3,0,45,45,3,0
3,125,125,3,0,40,40,2,0
3,126,126,3,0,33,34,3,0
3,127,127,3,0,37,39,2,0
3,128,128,3,0,30,32,2,2
3,129,129,3,0,34,35,2,0
3,130,130,3,0,29,29,3,5
3,131,131,3,0,35,37,2,11
3,132,132,3,0,24,25,2,5
3,133,133,3,0,34,34,3,8
3,134,134,3,0,38,40,3,0
3,135,135,3,0,48,49,2,0
3,136,136,3,0,34,35,3,0
3,137,137,3,0,33,34,2,0
3,138,138,3,0,36,37,3,5
3,139,139,3,0,43,44,2,0
3,140,140,3,0,27,27,3,0
3,141,141,3,1,30,30,3,5
3,142,142,3,0,29,29,3,0
3,143,143,3,0,27,27,3,0
3,144,144,3,0,33,33,3,0
3,145,145,3,1,38,38,3,0
3,146,146,3,0,27,27,3,0
3,147,147,3,1,25,25,3,6
3,148,148,3,0,30,30,3,0
3,149,149,3,0,29,29,3,0
4,0,0,4,0,18,22,2,5
4,1,1,4,0,17,22,2,6
4,2,2,4,0,14,19,2,13
4,3,3,4,0,13,16,2,2
4,4,4,4,0,7,9,2,1
4,5,5,4,0,13,15,2,4
4,6,6,4,0,4,5,2,10
4,7,7,4,0,11,11,2,2
4,8,8,4,0,10,16,2,1
4,9,9,4,0,10,14,2,1
4,10,10,4,0,26,34,2,2
4,11,11,4,0,13,16,2,11
4,12,12,4,0,14,16,2,1
4,13,13,4,0,22,31,2,1
4,14,14,4,0,16,19,2,9
4,15,15,4,0,13,15,2,2
4,16,16,4,0,14,16,2,10
4,17,17,4,0,6,6,2,2
4,18,18,4,0,8,10,2,2
4,19,19,4,0,6,7,2,5
4,20,20,4,0,13,15,2,2
4,21,21,4,0,5,5,2,1
4,22,22,4,0,11,13,2,16
4,23,23,4,0,14,16,2,13
4,24,24,4,0,5,5,2,2
4,25,25,4,0,12,14,2,5
4,26,26,4,0,5,5,2,2
4,27,27,4,0,20,26,2,1
4,28,28,4,0,22,25,2,0
4,29,29,4,0,5,5,2,2
4,30,30,4,0,9,13,2,18
4,31,31,4,0,14,17,2,2
4,32,32,4,0,15,18,2,5
4,33,33,4,0,14,16,2,5
4,34,34,4,0,13,15,2,2
4,35,35,4,0,12,14,2,2
4,36,36,4,0,13,15,2,7
4,37,37,4,0,13,15,2,10
4,38,38,4,0,11,13,2,2
4,39,39,4,0,5,5,2,2
4,40,40,4,0,12,14,2,3
4,41,41,4,0,3,3,2,1
4,42,42,4,0,12,14,2,2
4,43,43,4,0,10,12,2,2
4,44,44,4,0,11,13,2,2
4,45,45,4,0,5,5,2,2
4,46,46,4,0,13,15,2,2
4,47,47,4,0,12,14,2,8
4,48,48,4,0,25,29,2,2
4,49,49,4,0,8,8,2,2
4,50,50,4,0,6,8,2,3
4,51,51,4,0,4,5,2,2
4,52,52,4,0,13,15,2,14
4,53,53,4,1,13,13,2,3
4,54,54,4,0,10,12,2,4
4,55,55,4,0,11,12,2,3
4,56,56,4,0,6,8,2,1
4,57,57,4,1,47,47,2,0
4,58,58,4,0,9,9,2,2
4,59,59,4,0,7,9,2,2
4,60,60,4,0,5,5,2,2
4,61,61,4,0,11,13,2,3
4,62,62,4,0,6,8,2,1
4,63,63,4,0,6,6,2,2
4,64,64,4,0,12,14,2,2
4,65,65,4,0,11,13,2,3
4,66,66,4,0,5,5,2,2
4,67,67,4,0,12,14,2,3
4,68,68,4,0,5,7,2,1
4,69,69,4,0,10,10,2,2
4,70,70,4,0,7,9,2,2
4,71,71,4,0,5,5,2,2
4,72,72,4,0,11,13,2,3
4,73,73,4,0,5,5,2,2
4,74,74,4,0,10,12,2,2
4,75,75,4,1,32,32,3,0
4,76,76,4,0,5,5,2,2
4,77,77,4,0,8,10,2,3
4,78,78,4,0,7,9,2,2
4,79,79,4,0,5,5,2,2
4,80,80,4,0,12,15,2,2
4,81,81,4,0,17,20,2,5
4,82,82,4,0,42,47,2,0
4,83,83,4,0,28,32,2,1
4,84,84,4,0,21,25,2,0
4,85,85,4,0,23,34,2,5
4,86,86,4,0,17,21,2,5
4,87,87,4,0,18,22,2,8
4,88,88,4,0,11,13,2,2
4,89,89,4,0,8,10,2,4
4,90,90,4,0,32,35,2,0
4,91,91,4,0,26,31,2,0
4,92,92,4,0,16,28,2,0
4,93,93,4,0,10,10,2,2
4,94,94,4,0,10,13,2,7
4,95,95,4,1,24,24,2,6
4,96,96,4,0,26,34,2,16
4,97,97,4,0,5,5,2,2
4,98,98,4,0,14,21,2,1
4,99,99,4,0,11,15,2,5
4,100,100,4,0,11,17,2,8
4,101,101,4,0,11,18,2,7
4,102,102,4,0,8,9,2,5
4,103,103,4,0,6,7,2,4
4,104,104,4,1,24,24,2,5
4,105,105,4,0,10,15,2,13
4,106,106,4,0,6,8,2,4
4,107,107,4,0,15,19,2,1
4,108,108,4,0,8,10,2,2
4,109,109,4,0,23,30,2,6
4,110,110,4,1,38,38,3,9
4,111,111,4,1,32,32,3,0
4,112,112,4,0,11,13,2,2
4,113,113,4,1,10,10,1,12
4,114,114,4,0,17,21,2,1
4,115,115,4,0,15,18,2,11
4,116,116,4,0,12,13,2,2
4,117,117,4,0,13,18,2,1
4,118,118,4,0,13,17,1,1
4,119,119,4,0,0,1,1,1
4,120,120,4,0,0,1,1,1
4,121,121,4,0,27,32,2,2
4,122,122,4,0,21,26,2,0
4,123,123,4,1,36,36,3,0
4,124,124,4,0,12,15,1,20
4,125,125,4,0,13,18,2,21
4,126,126,4,0,39,43,2,0
4,127,127,4,0,31,31,3,16
4,128,128,4,0,5,5,2,2
4,129,129,4,0,13,16,2,9
4,130,130,4,0,14,16,2,14
4,131,131,4,0,4,4,2,1
4,132,132,4,0,14,17,2,3
4,133,133,4,0,6,9,2,1
4,134,134,4,0,18,20,2,9
4,135,135,4,0,3,3,2,1
4,136,136,4,0,15,18,2,3
4,137,137,4,0,6,8,2,1
4,138,138,4,0,14,15,2,2
4,139,139,4,1,32,32,3,0
4,140,140,4,0,12,14,2,2
4,141,141,4,0,5,5,2,2
4,142,142,4,0,12,16,2,2
4,143,143,4,0,5,5,2,2
4,144,144,4,0,16,20,2,13
4,145,145,4,0,5,5,2,2
4,146,146,4,0,13,15,2,5
4,147,147,4,0,12,13,2,2
4,148,148,4,0,6,8,2,1
4,149,149,4,0,12,13,2,4
5,0,0,5,0,32,32,3,5
5,1,1,5,0,16,16,3,8
5,2,2,5,0,13,13,3,7
5,3,3,5,0,33,34,3,0
5,4,4,5,0,27,27,2,0
5,5,5,5,0,22,22,2,0
5,6,6,5,0,28,28,2,0
5,7,7,5,0,28,28,3,0
5,8,8,5,0,28,28,3,5
5,9,9,5,0,19,19,3,15
5,10,10,5,0,17,17,3,16
5,11,11,5,0,32,38,2,5
5,12,12,5,0,35,38,2,15
5,13,13,5,0,26,34,2,5
5,14,14,5,0,49,54,3,0
5,15,15,5,0,40,44,2,0
5,16,16,5,0,36,41,2,0
5,17,17,5,0,49,52,3,0
5,18,18,5,0,24,30,2,0
5,19,19,5,0,34,35,3,0
5,20,20,5,0,30,30,3,16
